hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card
Resort Hotel,1,9,2016,May,21,15,1,0,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,315,,0,Transient-Party,70,0,0,Canceled,06-05-2016,Samantha Franco,SFranco@gmail.com,855-666-8950,************3705
Resort Hotel,0,0,2015,December,49,5,0,1,2,0,0,BB,GBR,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,68,1,0,Check-Out,06-12-2015,Mark Brown,Mark_Brown27@mail.com,439-622-0046,************7610
City Hotel,0,131,2016,May,21,15,2,1,2,0,0,BB,BEL,Direct,Direct,0,0,0,E,E,0,No Deposit,14,,0,Transient,135.9,0,2,Check-Out,18-05-2016,Dwayne Price,Dwayne_P35@gmail.com,863-860-4581,************9506
Resort Hotel,1,0,2016,November,46,7,1,0,1,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient-Party,85,0,0,Canceled,07-11-2016,Michael Wilson,Michael_W@protonmail.com,665-326-5246,************6411
Resort Hotel,0,188,2016,September,36,1,1,3,3,1,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,,,0,Transient,173,0,1,Check-Out,05-09-2016,Cheryl Rodriguez,CherylRodriguez@mail.com,105-290-8771,************1137
City Hotel,0,173,2017,February,5,2,0,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,79.2,0,2,Check-Out,05-02-2017,Brian Vargas,Brian.Vargas@xfinity.com,237-865-2543,************9580
City Hotel,0,10,2015,October,44,31,2,2,2,0,0,BB,ARG,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Contract,77.21,0,2,Check-Out,04-11-2015,Jessica Hart,Hart_Jessica@xfinity.com,438-441-7553,************8940
Resort Hotel,0,8,2016,March,13,23,0,1,2,0,1,BB,ESP,Direct,Direct,0,0,0,A,C,2,No Deposit,250,,0,Transient,51,0,1,Check-Out,24-03-2016,Aaron Hughes,Hughes_Aaron@zoho.com,557-688-8077,************2967
City Hotel,0,66,2016,November,45,3,0,3,1,0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,93.6,0,3,Check-Out,06-11-2016,Todd Cobb,Todd_Cobb@att.com,463-678-0728,************5406
City Hotel,1,204,2017,July,27,4,0,1,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,120.6,0,0,Canceled,12-12-2016,Karen Johnson,Johnson_Karen@outlook.com,281-257-3653,************3291
City Hotel,0,67,2016,March,12,13,2,0,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,78.3,0,0,Check-Out,15-03-2016,Laura Gilbert,LauraGilbert54@yahoo.com,953-679-1539,************2454
City Hotel,0,3,2017,June,26,30,0,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,42,,0,Transient,144,0,1,Check-Out,02-07-2017,Ricky Sharp,Ricky.Sharp22@gmail.com,933-672-2529,************2792
Resort Hotel,0,8,2016,October,41,6,1,3,2,0,0,BB,ESP,Groups,Corporate,0,0,0,A,A,1,No Deposit,,405,0,Transient-Party,50,0,0,Check-Out,10-10-2016,Jackie Jones,Jackie.J12@hotmail.com,487-889-6617,************5055
City Hotel,1,100,2016,May,19,2,1,3,3,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,132.18,0,0,Canceled,25-01-2016,Paul Lane,Paul.L@protonmail.com,340-289-8598,************6944
City Hotel,1,21,2017,January,3,16,1,5,2,0,0,BB,USA,Direct,Direct,0,0,0,D,D,0,No Deposit,14,,0,Transient,95.16,0,0,Canceled,06-01-2017,Amanda Williams,AWilliams@yandex.com,472-347-7134,************6957
City Hotel,0,13,2016,April,16,10,2,0,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,118,0,0,Check-Out,12-04-2016,Melissa Davis,Melissa_D@verizon.com,529-621-6784,************5733
City Hotel,0,43,2016,November,48,21,1,2,1,0,0,BB,GRC,Direct,Direct,0,0,0,A,A,1,No Deposit,14,,0,Transient,88,0,0,Check-Out,24-11-2016,Spencer Flores,Spencer.Flores85@xfinity.com,715-556-1771,************2212
Resort Hotel,1,145,2016,May,22,28,2,4,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147,,0,Transient-Party,59.3,0,1,Canceled,05-01-2016,Chelsea Thomas,Thomas_Chelsea@hotmail.com,306-716-5543,************1080
City Hotel,1,304,2015,August,34,17,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient-Party,62,0,0,Canceled,02-07-2015,Rebecca Brooks,Brooks.Rebecca@gmail.com,666-174-6996,************5650
City Hotel,1,212,2017,April,18,30,1,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,10,,0,Transient,99,0,0,Canceled,01-10-2016,Jonathon Braun,JonathonBraun@outlook.com,758-406-6092,************3565
City Hotel,0,41,2017,June,23,8,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,140,0,1,Check-Out,10-06-2017,Theodore Wilson,Theodore.W@att.com,891-036-7437,************4724
City Hotel,1,245,2016,July,28,6,2,4,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,19,,0,Transient,110,0,0,Canceled,23-02-2016,Matthew Morgan,Morgan_Matthew49@verizon.com,770-909-3640,************4566
Resort Hotel,0,33,2017,April,14,8,4,8,2,0,0,Undefined,GBR,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,40,,0,Contract,106.85,0,1,Check-Out,20-04-2017,Gregory Hayes,GregoryHayes@mail.com,531-219-4957,************2654
Resort Hotel,0,233,2015,August,34,22,2,5,2,1,0,FB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,5,,0,Transient,165.6,0,0,Check-Out,29-08-2015,Ariana Strong,AStrong@xfinity.com,261-297-1953,************1226
City Hotel,1,322,2016,December,50,9,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,20,,0,Transient,52,0,0,Canceled,15-03-2016,Alexandria Garcia,Alexandria.G@comcast.net,201-026-7829,************3483
Resort Hotel,0,199,2017,May,22,28,2,2,3,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,D,1,No Deposit,410,,0,Transient,92.55,0,1,Check-Out,01-06-2017,Mrs. Julie Zamora,Mrs._Z@gmail.com,312-444-6828,************7739
Resort Hotel,0,162,2016,March,13,24,0,3,2,0,0,Undefined,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,,0,Transient-Party,84,0,0,Check-Out,27-03-2016,Taylor Shea,Taylor.Shea@verizon.com,930-389-0706,************6971
Resort Hotel,0,7,2016,April,18,29,0,1,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,,0,Transient,73.15,1,1,Check-Out,30-04-2016,Daniel Brown,Daniel.Brown@verizon.com,840-734-0959,************8736
Resort Hotel,1,49,2017,February,9,28,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,332,,0,Transient,35,0,0,Canceled,19-01-2017,Shawn Parsons,Shawn_P82@yahoo.com,847-289-5505,************5388
City Hotel,0,4,2016,October,44,25,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,,0,Transient,104,0,0,Check-Out,26-10-2016,Allison Tran,Allison.Tran@aol.com,838-695-0078,************2053
City Hotel,0,110,2017,June,23,4,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,2,No Deposit,9,,0,Transient,153,0,1,Check-Out,10-06-2017,Julian Martin,Julian_Martin@verizon.com,238-190-2613,************1335
City Hotel,1,315,2016,September,40,30,1,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,31,,69,Transient,160,0,0,Canceled,28-01-2016,Timothy Johnson,Timothy_Johnson88@yandex.com,716-467-6582,************8645
Resort Hotel,0,0,2016,February,9,22,1,2,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,,0,Transient-Party,60,0,2,Check-Out,25-02-2016,Bradley Brown,Bradley_B80@mail.com,461-233-9070,************2599
City Hotel,0,37,2016,August,35,22,1,4,2,0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,,0,Transient,105.33,0,1,Check-Out,27-08-2016,Janet Becker,Becker_Janet@att.com,624-374-0123,************9694
City Hotel,0,73,2016,July,29,14,0,3,2,0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,138,,0,Transient,85,0,0,Check-Out,17-07-2016,Morgan Ortega,Ortega.Morgan@yandex.com,148-423-4268,************3185
City Hotel,0,71,2016,May,20,10,0,3,1,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,B,0,No Deposit,205,,0,Transient-Party,98,0,0,Check-Out,13-05-2016,Thomas Johnson,ThomasJohnson@gmail.com,652-815-7567,************9388
City Hotel,1,213,2017,August,33,18,0,2,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,,0,Transient,100.8,0,1,Canceled,25-04-2017,Miguel Harrison,Harrison_Miguel@yandex.com,746-755-7633,************7153
Resort Hotel,1,153,2016,October,44,26,2,5,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,45.86,0,0,Canceled,30-05-2016,Charles Cervantes,Charles.C@yandex.com,862-554-6683,************6671
Resort Hotel,0,18,2016,March,11,12,2,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,90,0,2,Check-Out,17-03-2016,Gabriel Wolfe,GabrielWolfe@verizon.com,181-095-1311,************8708
Resort Hotel,0,24,2015,November,47,21,0,1,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,,342,0,Transient-Party,32,0,0,Check-Out,22-11-2015,Christina Wright,Christina_Wright@yandex.com,128-366-0938,************4961
City Hotel,0,115,2017,August,34,20,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,98,,0,Transient-Party,115,0,0,Check-Out,25-08-2017,Tina Sawyer,Tina_S@xfinity.com,402-376-4504,************7605
Resort Hotel,0,84,2017,April,15,13,0,1,2,0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,251,,0,Transient,80,0,0,Check-Out,14-04-2017,Albert Webb,Webb.Albert@att.com,881-155-5630,************2529
City Hotel,1,88,2016,April,15,7,0,2,2,0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,76.5,0,0,Canceled,14-01-2016,Maria Matthews,Matthews_Maria@verizon.com,322-941-0983,************6293
City Hotel,1,292,2015,August,32,5,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,,0,Transient-Party,62,0,0,Canceled,02-07-2015,Gregory Jones,GJones@hotmail.com,753-905-9462,************8051
City Hotel,0,55,2015,September,37,6,2,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,,0,Transient-Party,75,0,0,Check-Out,08-09-2015,Paul Blake,PBlake@aol.com,549-477-7196,************8421
City Hotel,0,189,2016,July,29,10,2,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,112.5,1,1,Check-Out,12-07-2016,Ms. Jennifer Evans,Ms.Evans61@hotmail.com,252-956-8214,************3869
City Hotel,0,418,2016,September,40,26,1,2,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,132,,223,Transient-Party,107,0,0,Check-Out,29-09-2016,John Burgess,Burgess.John@hotmail.com,661-120-1822,************6369
Resort Hotel,1,112,2016,February,7,12,0,2,2,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,,0,Transient-Party,68,0,0,Canceled,05-02-2016,Patricia Brown,Patricia_Brown@gmail.com,183-521-7934,************8626
City Hotel,0,101,2016,May,21,17,0,3,2,0,0,BB,BEL,Offline TA/TO,TA/TO,0,0,0,A,C,0,No Deposit,173,,0,Transient,80.75,0,2,Check-Out,20-05-2016,Anthony Mccarthy,Anthony.M67@zoho.com,331-684-0664,************2518
City Hotel,1,204,2016,May,22,25,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,1,0,A,A,0,No Deposit,9,,0,Contract,127,0,1,Canceled,29-12-2015,Timothy Larsen,Timothy.L@xfinity.com,150-080-6818,************3937
Resort Hotel,0,248,2016,September,39,23,1,2,3,1,0,BB,IRL,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240,,0,Transient,145,0,1,Check-Out,26-09-2016,James Knapp,JKnapp@yahoo.com,925-039-7540,************6494
Resort Hotel,1,222,2016,August,34,15,1,5,2,1,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,,0,Transient-Party,144.61,0,0,Canceled,29-01-2016,Charles Patrick,Charles.Patrick@hotmail.com,354-019-6007,************2046
Resort Hotel,1,65,2017,May,18,3,3,9,2,0,0,Undefined,PRT,Groups,Corporate,0,0,0,A,A,0,Non Refund,,,0,Transient,125,0,0,Canceled,21-03-2017,Sara Parrish,SaraParrish@gmail.com,152-306-7196,************5906
Resort Hotel,1,85,2016,November,46,11,2,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,37.8,0,2,Canceled,18-08-2016,Carrie Brown,Brown.Carrie98@yahoo.com,586-247-6652,************6097
City Hotel,1,75,2016,March,12,17,1,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,,0,Transient,80,0,0,Canceled,03-02-2016,Timothy Sanders,Timothy.Sanders91@att.com,621-104-0503,************5216
City Hotel,0,77,2016,April,16,14,0,3,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,128.7,0,2,Check-Out,17-04-2016,David Davis,Davis_David81@mail.com,521-019-9200,************9279
City Hotel,0,13,2017,February,7,16,0,3,2,0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97,0,1,Check-Out,19-02-2017,Mr. Nathaniel Nixon DDS,Mr..DDS65@yandex.com,624-346-0228,************6991
Resort Hotel,0,1,2016,January,5,26,0,1,1,0,0,BB,PRT,Corporate,Corporate,0,1,3,A,E,1,No Deposit,,81,0,Transient,45,1,2,Check-Out,27-01-2016,Karen May,May_Karen@yandex.com,667-812-8468,************1568
City Hotel,1,517,2016,December,50,8,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62.8,0,0,Canceled,21-10-2015,Shawna Lopez,Shawna_L@xfinity.com,140-864-7487,************2422
City Hotel,0,202,2016,August,34,16,0,3,1,2,0,BB,GBR,Direct,Direct,0,0,0,B,B,0,No Deposit,,,0,Transient-Party,114.5,0,2,Check-Out,19-08-2016,Randy Carrillo,Carrillo_Randy42@protonmail.com,217-748-3068,************7639
City Hotel,1,87,2015,September,39,25,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,170,0,0,Canceled,09-09-2015,Jody Gill,Gill_Jody19@mail.com,347-040-2288,************1052
Resort Hotel,1,44,2015,December,49,5,2,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,134,,0,Transient-Party,70,0,0,Canceled,30-11-2015,Kelsey Sanford,Sanford.Kelsey@yandex.com,985-750-4304,************4474
Resort Hotel,0,28,2016,April,17,18,1,3,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,95,,0,Transient,86,0,0,Check-Out,22-04-2016,Jessica Nelson,Jessica.Nelson@yahoo.com,504-415-2710,************8375
City Hotel,1,196,2016,August,32,6,1,1,3,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,128.7,0,0,Canceled,16-04-2016,Paul Smith,Paul_Smith53@hotmail.com,633-181-4092,************2008
City Hotel,0,193,2017,August,32,10,0,3,3,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,175.5,0,1,Check-Out,13-08-2017,Jason Griffith,Griffith_Jason@aol.com,731-100-8334,************2370
City Hotel,1,84,2017,June,26,27,0,3,2,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,120,0,1,Canceled,06-04-2017,Jose Yang,Yang.Jose@yandex.com,806-790-1892,************5956
City Hotel,1,56,2016,August,36,28,2,1,2,0,0,BB,TUR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,109.8,0,0,Canceled,03-08-2016,Michelle Valentine,Michelle_V@protonmail.com,218-409-8797,************8139
City Hotel,0,31,2017,March,13,29,0,2,2,0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,98,0,0,Check-Out,31-03-2017,Amber Henry,Henry_Amber44@verizon.com,697-780-4733,************4204
City Hotel,1,56,2017,February,5,1,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,,0,Transient,60,0,0,Canceled,07-12-2016,David Ramirez,DRamirez@hotmail.com,156-484-7996,************2158
City Hotel,1,37,2017,March,11,13,1,3,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,104.55,0,0,Canceled,06-02-2017,Tamara Sanchez,Tamara_Sanchez74@yahoo.com,219-254-6201,************2392
Resort Hotel,0,74,2016,March,13,22,2,6,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,62.38,0,1,Check-Out,30-03-2016,Julie Nguyen,JNguyen32@gmail.com,341-654-7489,************1555
Resort Hotel,0,133,2016,June,24,6,1,1,2,0,0,BB,IRL,Direct,Direct,0,0,0,A,C,0,No Deposit,250,,0,Transient,63.75,0,0,Check-Out,08-06-2016,Michael Kim,MichaelKim32@aol.com,744-631-4641,************9770
City Hotel,0,4,2016,March,13,22,0,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,,0,Transient,137,0,0,Check-Out,24-03-2016,Robert Perez,Perez.Robert@outlook.com,589-382-9381,************9002
Resort Hotel,1,181,2017,March,9,1,6,19,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,440,,0,Transient-Party,58.6,0,0,Canceled,07-12-2016,Michael Johnson,MJohnson57@yandex.com,876-652-4486,************7890
Resort Hotel,1,107,2017,May,20,17,2,5,2,0,0,HB,FRA,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,,0,Transient,147,0,0,Canceled,04-02-2017,Barry Robinson,BRobinson@verizon.com,868-687-9431,************5122
City Hotel,1,323,2016,May,22,26,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,62,0,0,Canceled,21-10-2015,Alex Hall,Alex.Hall@verizon.com,169-369-5324,************3843
City Hotel,0,306,2017,March,13,27,1,3,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,86.35,1,2,Check-Out,31-03-2017,Richard Willis,Richard.W81@zoho.com,660-809-9602,************3645
City Hotel,0,90,2016,September,37,8,0,1,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,9,,0,Transient,167.4,1,2,Check-Out,09-09-2016,Holly Carroll,Holly_Carroll97@xfinity.com,433-501-6220,************2047
City Hotel,1,134,2017,February,8,25,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,,0,Transient-Party,75,0,0,No-Show,25-02-2017,James Martin,Martin.James@gmail.com,312-603-0911,************1354
Resort Hotel,0,50,2016,March,10,4,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,1,No Deposit,,,0,Transient,56,0,1,Check-Out,06-03-2016,Eric Alexander,EricAlexander@att.com,604-171-3337,************1775
City Hotel,0,4,2017,March,11,13,1,1,1,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,2,No Deposit,,,0,Transient,88.2,0,0,Check-Out,15-03-2017,Kelly Malone,Kelly_Malone@outlook.com,887-048-7528,************2288
City Hotel,1,21,2017,July,29,16,2,0,2,0,0,SC,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,130,0,1,Canceled,09-07-2017,Karen White,KarenWhite@hotmail.com,925-600-1602,************4709
City Hotel,0,0,2017,January,2,13,0,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,99,0,2,Check-Out,14-01-2017,Katherine Morrison,Katherine.M@comcast.net,232-674-2524,************3509
City Hotel,0,76,2016,May,20,12,1,3,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,9,,0,Transient,131.26,0,1,Check-Out,16-05-2016,Linda Tucker,Linda_Tucker@att.com,241-320-2160,************6391
City Hotel,1,30,2016,May,22,25,0,1,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,8,,0,Transient,98.1,0,0,Canceled,04-05-2016,Melissa Adams,Adams_Melissa@aol.com,869-622-5102,************6210
City Hotel,0,8,2017,February,9,26,2,0,2,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,97,1,0,Check-Out,28-02-2017,Charles Adams,Adams_Charles@gmail.com,261-679-9849,************4430
City Hotel,1,98,2015,November,48,23,1,2,1,0,0,FB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,37,,0,Transient-Party,84,0,0,Canceled,14-09-2015,Jessica Taylor,Taylor_Jessica@hotmail.com,871-289-0464,************3002
City Hotel,1,49,2016,December,50,10,4,6,2,1,0,BB,AGO,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,105.4,0,1,Canceled,23-11-2016,Phillip Mccullough,Mccullough_Phillip15@yandex.com,559-775-0319,************8272
City Hotel,1,207,2015,September,40,29,0,2,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,No Deposit,20,,0,Transient,48,0,0,Canceled,23-07-2015,Anthony Wells,Anthony.W62@outlook.com,869-898-7445,************3959
City Hotel,0,26,2016,November,46,11,2,2,2,0,0,BB,NOR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Transient,108.58,0,1,Check-Out,15-11-2016,Austin King,Austin_King@protonmail.com,492-611-1774,************9758
City Hotel,1,103,2016,April,17,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,119,,0,Transient,115,0,0,Canceled,25-02-2016,Donald Griffith,Donald_Griffith@gmail.com,860-031-2233,************9955
City Hotel,0,101,2016,November,46,11,0,2,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,,0,Transient,144.45,0,2,Check-Out,13-11-2016,Renee Green,ReneeGreen@yandex.com,121-609-5951,************2683
Resort Hotel,0,103,2016,February,7,9,0,2,2,0,0,HB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,332,,0,Transient-Party,50,0,0,Check-Out,11-02-2016,Lisa Ortiz,Lisa_Ortiz@comcast.net,953-534-6075,************5268
Resort Hotel,0,39,2016,February,7,13,0,1,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,,0,Transient,58,1,0,Check-Out,14-02-2016,James White,White_James88@protonmail.com,988-934-5584,************4200
City Hotel,1,106,2017,June,26,29,0,1,1,0,1,BB,FRA,Direct,Direct,0,0,0,B,B,1,No Deposit,14,,0,Transient,121.5,0,1,Canceled,25-03-2017,Michelle Weber,Michelle.W@hotmail.com,228-945-4213,************3936
Resort Hotel,0,156,2017,May,19,8,2,5,2,0,0,HB,IRL,Groups,TA/TO,0,0,0,E,E,0,No Deposit,434,,0,Transient-Party,102,0,0,Check-Out,15-05-2017,Mr. Justin Ramirez,Mr..R49@att.com,418-993-5369,************1166
City Hotel,1,13,2016,August,35,26,2,3,2,0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,122,0,0,Canceled,15-08-2016,Jason Anderson,JAnderson@att.com,752-904-7767,************8092
City Hotel,0,76,2016,December,49,3,2,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,9,,0,Transient,79.2,0,1,Check-Out,06-12-2016,Leslie French,Leslie_F75@comcast.net,235-514-9111,************8327
City Hotel,1,115,2016,March,13,20,2,0,1,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,41,,22,Transient,70,0,0,Canceled,18-12-2015,Patrick Obrien,Patrick.Obrien43@gmail.com,836-286-7180,************7461
City Hotel,1,350,2016,June,25,17,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,29,,0,Transient,140,0,0,Canceled,11-08-2015,Paul Moore,PaulMoore79@aol.com,907-544-6703,************5979
City Hotel,1,300,2016,November,46,11,0,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,1,,0,Transient,65,0,0,Canceled,14-03-2016,Trevor Bishop,Trevor.B99@yandex.com,133-293-1482,************8209
Resort Hotel,1,226,2016,December,52,24,2,5,1,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240,,0,Transient,52.33,0,0,Canceled,27-06-2016,John Holland,JHolland45@xfinity.com,232-930-2519,************6126
City Hotel,0,64,2016,March,11,10,0,3,2,0,0,BB,AUT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,8,,0,Transient,89.3,0,1,Check-Out,13-03-2016,Phillip Wright,Wright.Phillip@gmail.com,908-821-4264,************3264
City Hotel,0,8,2016,November,45,3,0,3,2,0,0,SC,IND,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,116.67,0,1,Check-Out,06-11-2016,Kayla Erickson,Kayla_E28@protonmail.com,968-062-5140,************7124
City Hotel,0,2,2017,January,3,19,0,3,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,29,,0,Transient-Party,95,0,0,Check-Out,22-01-2017,Michael Garcia,Michael.G@zoho.com,379-049-3063,************6065
Resort Hotel,0,41,2016,November,48,24,1,3,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250,,0,Transient,43.2,0,0,Check-Out,28-11-2016,Martha Sanchez,Sanchez.Martha@yandex.com,492-139-1943,************7007
City Hotel,1,132,2017,June,24,17,2,4,2,1,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,,0,Transient,135,0,0,Canceled,09-02-2017,Christina Lee,ChristinaLee17@comcast.net,208-066-5135,************3370
